Date,City,Country,Event,HillSize,RaceType,TeamEvent,Season,Race,Sex,Place,Skier,Nation,ID,Birthday,Leg,TeamID,Length1,Length2,Points,Age,Exp
2014-03-01,Rasnov,Romania,World Cup,100,Normal,0,2014,15,L,35,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",76.0,,78.2,27.318275154004105,20
2014-03-02,Rasnov,Romania,World Cup,100,Normal,0,2014,16,L,23,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",76.0,77.5,8.0,27.32101300479124,21
2014-03-08,Holmenkollen,Norway,World Cup,134,Large,0,2014,17,L,25,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",98.0,100.0,6.0,27.33744010951403,22
2014-03-15,Falun,Sweden,World Cup,100,Normal,0,2014,18,L,44,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",73.0,,73.2,27.356605065023956,23
2014-03-22,Planica,Slovenia,World Cup,139,Large,0,2014,19,L,27,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",98.5,112.0,4.0,27.37577002053388,24
2015-01-10,Sapporo,Japan,World Cup,100,Normal,0,2015,2,L,27,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",80.0,68.5,4.0,28.18069815195072,25
2015-01-18,Zao,Japan,World Cup,100,Normal,0,2015,4,L,32,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",81.5,,82.9,28.202600958247775,26
2017-01-14,Sapporo,Japan,World Cup,100,Normal,0,2017,7,L,37,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",73.0,,79.4,30.193018480492814,27
2017-01-15,Sapporo,Japan,World Cup,100,Normal,0,2017,8,L,34,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",76.0,,77.4,30.195756331279945,28
2017-01-20,Zao,Japan,World Cup,106,Normal,0,2017,9,L,28,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",84.0,73.5,3.0,30.209445585215605,29
2017-01-21,Zao,Japan,World Cup,106,Normal,0,2017,10,L,23,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",84.5,84.5,8.0,30.212183436002736,30
2018-01-13,Sapporo,Japan,World Cup,100,Normal,0,2018,6,L,28,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",75.0,79.5,3.0,31.189596167008897,31
2018-01-19,Zao,Japan,World Cup,106,Normal,0,2018,8,L,21,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",81.0,88.5,10.0,31.20602327173169,32
2018-01-21,Zao,Japan,World Cup,106,Normal,0,2018,10,L,23,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",86.0,79.0,8.0,31.211498973305954,33
2019-01-12,Sapporo,Japan,World Cup,137,Large,0,2019,6,L,27,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",102.0,96.5,4.0,32.186173853524984,34
2019-01-18,Zao,Japan,World Cup,102,Normal,0,2019,8,L,28,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",77.5,80.0,3.0,32.20260095824778,35
2019-01-20,Zao,Japan,World Cup,102,Normal,0,2019,10,L,30,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",80.0,78.0,1.0,32.20807665982204,36
2020-01-17,Zao,Japan,World Cup,102,Normal,0,2020,6,L,32,Misaki Shigeno,Japan,56,1986-11-05T00:00:00.000000,0,"",75.5,,66.3,33.19917864476386,37
2025-02-07,Lake Placid,USA,World Cup,128,Large,0,2025,16,L,39,Lucija Jurgec,Slovenia,563,2007-10-30T00:00:00.000000,0,"",,,48.0,17.27583846680356,1
2025-02-08,Lake Placid,USA,World Cup,128,Large,0,2025,17,L,39,Lucija Jurgec,Slovenia,563,2007-10-30T00:00:00.000000,0,"",,,41.7,17.27857631759069,2
2025-02-15,Ljubno,Slovenia,World Cup,94,Normal,0,2025,18,L,29,Mia Ingolic,Slovenia,565,2009-01-15T00:00:00.000000,0,"",,,2.0,16.084873374401095,1
2025-02-16,Ljubno,Slovenia,World Cup,94,Normal,0,2025,19,L,35,Mia Ingolic,Slovenia,565,2009-01-15T00:00:00.000000,0,"",,,83.0,16.087611225188226,2
2012-03-03,Zao,Japan,World Cup,100,Normal,0,2012,10,L,43,Natsuka Sawaya,Japan,57,1989-06-17T00:00:00.000000,0,"",74.0,,64.0,22.71047227926078,1
2012-03-04,Zao,Japan,World Cup,100,Normal,0,2012,12,L,42,Natsuka Sawaya,Japan,57,1989-06-17T00:00:00.000000,0,"",73.0,,65.1,22.713210130047912,2
2015-01-18,Zao,Japan,World Cup,100,Normal,0,2015,4,L,46,Natsuka Sawaya,Japan,57,1989-06-17T00:00:00.000000,0,"",71.5,,66.2,25.587953456536617,3
2026-01-05,Villach,Austria,World Cup,98,Normal,0,2026,13,L,23,Taja Terbovsek,Slovenia,574,2009-01-23T00:00:00.000000,0,"",0.0,0.0,8.0,16.95003422313484,1
2026-01-06,Villach,Austria,World Cup,98,Normal,0,2026,14,L,28,Taja Terbovsek,Slovenia,574,2009-01-23T00:00:00.000000,0,"",0.0,0.0,3.0,16.95277207392197,2
2026-01-10,Ljubno,Slovenia,World Cup,94,Normal,0,2026,15,L,15,Taja Terbovsek,Slovenia,574,2009-01-23T00:00:00.000000,0,"",0.0,0.0,16.0,16.9637234770705,3
2026-01-11,Ljubno,Slovenia,World Cup,94,Normal,0,2026,16,L,30,Taja Terbovsek,Slovenia,574,2009-01-23T00:00:00.000000,0,"",0.0,0.0,1.0,16.96646132785763,4
2026-01-20,Zao,Japan,World Cup,102,Normal,0,2026,19,L,47,Taja Terbovsek,Slovenia,574,2009-01-23T00:00:00.000000,0,"",0.0,0.0,38.0,16.99110198494182,5
2026-01-24,Sapporo,Japan,World Cup,137,Large,0,2026,21,L,39,Taja Terbovsek,Slovenia,574,2009-01-23T00:00:00.000000,0,"",0.0,0.0,79.4,17.00205338809035,6
2026-01-25,Sapporo,Japan,World Cup,137,Large,0,2026,22,L,36,Taja Terbovsek,Slovenia,574,2009-01-23T00:00:00.000000,0,"",0.0,0.0,49.4,17.00479123887748,7
2026-01-11,Ljubno,Slovenia,World Cup,94,Normal,0,2026,16,L,28,Karina Kozlova,Ukraine,577,2009-05-01T00:00:00.000000,0,"",0.0,0.0,3.0,16.698151950718685,1
2015-01-10,Sapporo,Japan,World Cup,100,Normal,0,2015,2,L,31,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",77.0,,86.9,15.534565366187543,1
2015-01-18,Zao,Japan,World Cup,100,Normal,0,2015,4,L,44,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",75.0,,70.3,15.5564681724846,2
2017-01-14,Sapporo,Japan,World Cup,100,Normal,0,2017,7,L,40,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",68.0,,70.9,17.546885694729635,3
2019-01-12,Sapporo,Japan,World Cup,137,Large,0,2019,6,L,36,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",86.0,,26.1,19.540041067761805,4
2019-01-18,Zao,Japan,World Cup,102,Normal,0,2019,8,L,32,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",73.0,,67.7,19.5564681724846,5
2019-03-10,Holmenkollen,Norway,World Cup,134,Large,0,2019,22,L,28,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",89.0,89.5,3.0,19.696098562628336,6
2019-03-12,Lillehammer,Norway,World Cup,140,Large,0,2019,23,L,40,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",93.5,,55.0,19.701574264202602,7
2019-03-14,Trondheim,Norway,World Cup,138,Large,0,2019,24,L,37,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",98.0,,59.7,19.707049965776864,8
2020-01-11,Sapporo,Japan,World Cup,137,Large,0,2020,4,L,35,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",100.5,,74.8,20.536618754277892,9
2020-01-17,Zao,Japan,World Cup,102,Normal,0,2020,6,L,34,Shihori Oi,Japan,58,1999-06-29T00:00:00.000000,0,"",73.0,,60.4,20.553045859000683,10
2013-02-02,Sapporo,Japan,World Cup,100,Normal,0,2013,9,L,30,Aki Matsuhashi,Japan,59,1992-10-06T00:00:00.000000,0,"",80.0,,1.0,20.32580424366872,1
2013-02-10,Zao,Japan,World Cup,100,Normal,0,2013,11,L,33,Aki Matsuhashi,Japan,59,1992-10-06T00:00:00.000000,0,"",75.0,,68.9,20.347707049965777,2
2015-01-10,Sapporo,Japan,World Cup,100,Normal,0,2015,2,L,34,Aki Matsuhashi,Japan,59,1992-10-06T00:00:00.000000,0,"",84.0,,85.1,22.261464750171115,3
2015-01-18,Zao,Japan,World Cup,100,Normal,0,2015,4,L,42,Aki Matsuhashi,Japan,59,1992-10-06T00:00:00.000000,0,"",78.5,,74.3,22.28336755646817,4
2016-01-17,Sapporo,Japan,World Cup,100,Normal,0,2016,5,L,36,Aki Matsuhashi,Japan,59,1992-10-06T00:00:00.000000,0,"",79.0,,79.4,23.279945242984258,5
2020-01-11,Sapporo,Japan,World Cup,137,Large,0,2020,4,L,41,Aki Matsuhashi,Japan,59,1992-10-06T00:00:00.000000,0,"",87.0,,48.9,27.263518138261464,6
2011-02-25,Midtstubakken,Norway,World Championship,106,Normal,0,2011,1,L,37,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",71.5,,50.4,19.449691991786448,1
2011-12-03,Lillehammer,Norway,World Cup,100,Normal,0,2012,1,L,40,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",80.0,,93.2,20.21902806297057,2
2012-01-07,Hinterzarten,Germany,World Cup,108,Normal,0,2012,2,L,34,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",83.0,,81.1,20.314852840520192,3
2012-01-08,Hinterzarten,Germany,World Cup,108,Normal,0,2012,3,L,47,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",72.5,,50.6,20.317590691307323,4
2012-01-14,Predazzo,Italy,World Cup,106,Normal,0,2012,4,L,36,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",68.5,,61.7,20.334017796030118,5
2012-01-15,Predazzo,Italy,World Cup,106,Normal,0,2012,5,L,31,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",86.5,,97.2,20.33675564681725,6
2012-02-04,Hinzenbach,Austria,World Cup,94,Normal,0,2012,6,L,14,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",83.5,,18.0,20.39151266255989,7
2012-02-05,Hinzenbach,Austria,World Cup,94,Normal,0,2012,7,L,25,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",80.5,87.5,6.0,20.39425051334702,8
2012-03-03,Zao,Japan,World Cup,100,Normal,0,2012,11,L,13,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",88.5,,20.0,20.468172484599588,9
2012-03-03,Zao,Japan,World Cup,100,Normal,0,2012,10,L,23,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",85.0,88.0,8.0,20.468172484599588,10
2012-03-04,Zao,Japan,World Cup,100,Normal,0,2012,12,L,19,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",84.0,84.5,12.0,20.470910335386723,11
2012-03-09,Midtstubakken,Norway,World Cup,106,Normal,0,2012,13,L,33,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",85.0,,84.1,20.484599589322382,12
2012-11-24,Lillehammer,Norway,World Cup,100,Normal,0,2013,1,L,29,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",91.0,84.0,2.0,21.196440793976727,13
2012-12-08,Sochi,Russia,World Cup,106,Normal,0,2013,2,L,21,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",92.5,90.0,10.0,21.234770704996578,14
2012-12-09,Sochi,Russia,World Cup,106,Normal,0,2013,3,L,36,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",86.0,,92.3,21.23750855578371,15
2012-12-14,Ramsau,Austria,World Cup,98,Normal,0,2013,4,L,30,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",82.0,65.5,1.0,21.25119780971937,16
2013-01-05,Schonach,Germany,World Cup,106,Normal,0,2013,5,L,33,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",83.5,,83.0,21.311430527036276,17
2013-01-06,Schonach,Germany,World Cup,106,Normal,0,2013,6,L,32,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",88.0,,92.6,21.314168377823407,18
2013-01-12,Hinterzarten,Germany,World Cup,108,Normal,0,2013,7,L,35,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",84.5,,89.3,21.3305954825462,19
2013-01-13,Hinterzarten,Germany,World Cup,108,Normal,0,2013,8,L,36,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",81.5,,79.6,21.333333333333332,20
2013-02-02,Sapporo,Japan,World Cup,100,Normal,0,2013,9,L,38,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",74.5,,72.8,21.388090349075974,21
2013-02-03,Sapporo,Japan,World Cup,100,Normal,0,2013,10,L,24,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",79.5,81.5,7.0,21.39082819986311,22
2013-02-10,Zao,Japan,World Cup,100,Normal,0,2013,11,L,31,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",76.5,,75.9,21.409993155373034,23
2013-02-10,Zao,Japan,World Cup,100,Normal,0,2013,12,L,26,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",78.5,81.5,5.0,21.409993155373034,24
2013-02-16,Ljubno,Slovenia,World Cup,95,Normal,0,2013,13,L,29,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",75.5,73.5,2.0,21.426420260095824,25
2013-02-17,Ljubno,Slovenia,World Cup,95,Normal,0,2013,14,L,30,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",79.5,78.0,1.0,21.429158110882955,26
2013-02-22,Predazzo,Italy,World Championship,106,Normal,0,2013,15,L,13,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",94.0,91.0,200.4,21.44284736481862,27
2013-03-15,Trondheim,Norway,World Cup,105,Normal,0,2013,16,L,32,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",87.5,,111.1,21.50034223134839,28
2013-12-07,Lillehammer,Norway,World Cup,100,Normal,0,2014,1,L,16,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",93.5,92.0,15.0,22.23134839151266,29
2013-12-21,Hinterzarten,Germany,World Cup,108,Normal,0,2014,2,L,3,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",98.5,101.0,60.0,22.269678302532512,30
2013-12-22,Hinterzarten,Germany,World Cup,108,Normal,0,2014,3,L,2,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",96.5,97.5,80.0,22.272416153319643,31
2014-01-03,Chaikovsky,Russia,World Cup,106,Normal,0,2014,4,L,3,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",103.0,93.0,60.0,22.305270362765228,32
2014-01-04,Chaikovsky,Russia,World Cup,106,Normal,0,2014,5,L,1,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",100.0,101.5,100.0,22.308008213552363,33
2014-01-11,Sapporo,Japan,World Cup,100,Normal,0,2014,6,L,3,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",90.5,89.5,60.0,22.327173169062284,34
2014-01-12,Sapporo,Japan,World Cup,100,Normal,0,2014,7,L,3,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",91.0,87.5,60.0,22.32991101984942,35
2014-01-25,Planica,Slovenia,World Cup,95,Normal,0,2014,10,L,7,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",94.0,96.0,36.0,22.365503080082135,36
2014-01-26,Planica,Slovenia,World Cup,95,Normal,0,2014,11,L,12,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",98.5,91.0,22.0,22.368240930869266,37
2014-02-01,Hinzenbach,Austria,World Cup,94,Normal,0,2014,12,L,7,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",83.0,86.5,36.0,22.38466803559206,38
2014-02-02,Hinzenbach,Austria,World Cup,94,Normal,0,2014,13,L,8,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",85.5,86.0,32.0,22.38740588637919,39
2014-02-11,Sochi,Russia,Olympic Winter Games,106,Normal,0,2014,14,L,16,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",98.5,94.5,222.2,22.41204654346338,40
2014-03-01,Rasnov,Romania,World Cup,100,Normal,0,2014,15,L,5,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",95.0,84.0,45.0,22.46132785763176,41
2014-03-02,Rasnov,Romania,World Cup,100,Normal,0,2014,16,L,7,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",86.0,84.0,36.0,22.46406570841889,42
2014-03-08,Holmenkollen,Norway,World Cup,134,Large,0,2014,17,L,4,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",120.0,121.5,50.0,22.480492813141684,43
2014-03-15,Falun,Sweden,World Cup,100,Normal,0,2014,18,L,18,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",84.0,83.0,13.0,22.49965776865161,44
2014-03-22,Planica,Slovenia,World Cup,139,Large,0,2014,19,L,10,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",121.0,122.5,26.0,22.518822724161534,45
2014-12-05,Lillehammer,Norway,World Cup,100,Normal,0,2015,1,L,8,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",92.0,94.5,32.0,23.225188227241613,46
2015-01-10,Sapporo,Japan,World Cup,100,Normal,0,2015,2,L,6,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",91.5,90.0,40.0,23.32375085557837,47
2015-01-11,Sapporo,Japan,World Cup,100,Normal,0,2015,3,L,13,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",83.0,86.0,20.0,23.326488706365502,48
2015-01-18,Zao,Japan,World Cup,100,Normal,0,2015,4,L,2,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",96.5,,80.0,23.345653661875428,49
2015-01-24,Oberstdorf,Germany,World Cup,106,Normal,0,2015,5,L,14,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",91.5,83.0,18.0,23.36208076659822,50
2015-01-25,Oberstdorf,Germany,World Cup,106,Normal,0,2015,6,L,15,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",85.5,81.0,16.0,23.364818617385353,51
2015-01-31,Hinzenbach,Austria,World Cup,94,Normal,0,2015,7,L,16,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",83.5,85.5,15.0,23.381245722108144,52
2015-02-01,Hinzenbach,Austria,World Cup,94,Normal,0,2015,8,L,18,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",85.5,85.5,13.0,23.38398357289528,53
2015-02-07,Rasnov,Romania,World Cup,100,Normal,0,2015,9,L,26,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",89.0,83.5,5.0,23.40041067761807,54
2015-02-08,Rasnov,Romania,World Cup,100,Normal,0,2015,10,L,11,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",91.5,,24.0,23.4031485284052,55
2015-02-14,Ljubno,Slovenia,World Cup,95,Normal,0,2015,11,L,15,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",82.5,87.0,16.0,23.419575633127995,56
2015-02-15,Ljubno,Slovenia,World Cup,95,Normal,0,2015,12,L,17,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",82.5,83.0,14.0,23.422313483915126,57
2015-02-19,Falun,Sweden,World Championship,100,Normal,0,2015,13,L,11,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",87.5,88.5,215.8,23.433264887063654,58
2015-03-13,Holmenkollen,Norway,World Cup,134,Large,0,2015,14,L,12,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",115.0,117.5,22.0,23.49349760438056,59
2015-12-04,Lillehammer,Norway,World Cup,100,Normal,0,2016,1,L,13,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",89.5,91.0,20.0,24.2217659137577,60
2015-12-12,Nizhny Tagil,Russia,World Cup,100,Normal,0,2016,2,L,20,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",88.0,85.5,11.0,24.243668720054757,61
2015-12-13,Nizhny Tagil,Russia,World Cup,100,Normal,0,2016,3,L,17,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",85.0,90.0,14.0,24.246406570841888,62
2016-01-16,Sapporo,Japan,World Cup,100,Normal,0,2016,4,L,7,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",92.0,87.0,36.0,24.33949349760438,63
2016-01-17,Sapporo,Japan,World Cup,100,Normal,0,2016,5,L,12,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",89.5,84.0,22.0,24.34223134839151,64
2016-01-22,Zao,Japan,World Cup,100,Normal,0,2016,6,L,5,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",100.5,,45.0,24.355920602327174,65
2016-01-23,Zao,Japan,World Cup,100,Normal,0,2016,7,L,8,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",89.0,97.5,32.0,24.358658453114305,66
2016-01-30,Oberstdorf,Germany,World Cup,106,Normal,0,2016,8,L,6,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",91.0,99.0,40.0,24.37782340862423,67
2016-01-31,Oberstdorf,Germany,World Cup,106,Normal,0,2016,9,L,10,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",89.5,97.5,26.0,24.380561259411362,68
2016-02-04,Holmenkollen,Norway,World Cup,134,Large,0,2016,10,L,3,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",130.0,125.0,60.0,24.39151266255989,69
2016-02-06,Hinzenbach,Austria,World Cup,94,Normal,0,2016,11,L,5,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",85.5,87.5,45.0,24.396988364134156,70
2016-02-07,Hinzenbach,Austria,World Cup,94,Normal,0,2016,12,L,7,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",86.0,87.5,36.0,24.399726214921287,71
2016-02-13,Ljubno,Slovenia,World Cup,95,Normal,0,2016,13,L,6,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",86.0,84.0,40.0,24.416153319644078,72
2016-02-14,Ljubno,Slovenia,World Cup,95,Normal,0,2016,14,L,7,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",87.5,87.0,36.0,24.418891170431213,73
2016-02-19,Lahti,Finland,World Cup,100,Normal,0,2016,15,L,11,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",87.5,87.0,24.0,24.432580424366872,74
2016-02-27,Almaty,Kazakhstan,World Cup,106,Normal,0,2016,16,L,6,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",93.0,98.0,40.0,24.45448323066393,75
2016-02-28,Almaty,Kazakhstan,World Cup,106,Normal,0,2016,17,L,5,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",94.0,97.5,45.0,24.45722108145106,76
2016-12-02,Lillehammer,Norway,World Cup,100,Normal,0,2017,1,L,8,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",91.0,89.5,32.0,25.218343600273784,77
2016-12-03,Lillehammer,Norway,World Cup,100,Normal,0,2017,2,L,7,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",89.0,91.0,36.0,25.22108145106092,78
2016-12-10,Nizhny Tagil,Russia,World Cup,100,Normal,0,2017,3,L,9,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",89.0,88.5,29.0,25.24024640657084,79
2016-12-11,Nizhny Tagil,Russia,World Cup,100,Normal,0,2017,4,L,5,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",89.0,91.0,45.0,25.242984257357975,80
2017-01-07,Oberstdorf,Germany,World Cup,137,Large,0,2017,5,L,2,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",117.5,132.0,80.0,25.31690622861054,81
2017-01-08,Oberstdorf,Germany,World Cup,137,Large,0,2017,6,L,3,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",112.5,124.5,60.0,25.319644079397673,82
2017-01-14,Sapporo,Japan,World Cup,100,Normal,0,2017,7,L,6,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",90.0,88.5,40.0,25.336071184120463,83
2017-01-15,Sapporo,Japan,World Cup,100,Normal,0,2017,8,L,6,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",88.0,88.0,40.0,25.338809034907598,84
2017-01-20,Zao,Japan,World Cup,106,Normal,0,2017,9,L,3,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",88.5,92.0,60.0,25.352498288843258,85
2017-01-21,Zao,Japan,World Cup,106,Normal,0,2017,10,L,8,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",91.5,93.0,32.0,25.35523613963039,86
2017-01-28,Rasnov,Romania,World Cup,100,Normal,0,2017,11,L,18,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",83.5,91.0,13.0,25.374401095140314,87
2017-01-29,Rasnov,Romania,World Cup,100,Normal,0,2017,12,L,7,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",87.0,92.0,36.0,25.377138945927445,88
2017-02-04,Hinzenbach,Austria,World Cup,94,Normal,0,2017,13,L,15,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",82.5,79.5,16.0,25.39356605065024,89
2017-02-05,Hinzenbach,Austria,World Cup,94,Normal,0,2017,14,L,19,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",81.5,83.5,12.0,25.39630390143737,90
2017-02-24,Lahti,Finland,World Championship,100,Normal,0,2017,19,L,12,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",90.0,90.5,221.4,25.44832306639288,91
2017-12-01,Lillehammer,Norway,World Cup,100,Normal,0,2018,1,L,7,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",85.5,86.5,36.0,26.21492128678987,92
2017-12-02,Lillehammer,Norway,World Cup,100,Normal,0,2018,2,L,6,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",93.5,85.0,40.0,26.217659137577,93
2017-12-03,Lillehammer,Norway,World Cup,138,Large,0,2018,3,L,4,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,0,"",128.5,125.0,50.0,26.220396988364133,94
2017-12-16,Hinterzarten,Germany,World Cup,108,Team Normal,1,2018,4,L,2,Irina Avvakumova,Russia,6,1991-09-14T00:00:00.000000,4,7,108.0,101.5,863.7,26.255989048596852,95
